acteurs,box_office_url,duree,entrees,genre,realisateur,titre
"Tarek Boudali,Philippe Lacheau,Julien Arruti",https://www.allocine.fr/film/fichefilm-300856/box-office/,87,,"Action,Comédie",Tarek Boudali,3 jours max
"Gérard Depardieu,Catherine Frot,Jean-Pierre Darroussin",https://www.allocine.fr/film/fichefilm-272523/box-office/,101,,"Drame,Historique",Lucas Belvaux,Des hommes
" Booder,Florent Peyre,Gérémy Crédeville",https://www.allocine.fr/film/fichefilm_gen_cfilm=306708.html,90,,Comédie,Thomas Sorriaux,Le Nounou
"Laurent Lafitte,Stacy Martin,Bertrand de Roffignac",https://www.allocine.fr/film/fichefilm-310335/box-office/,94,,"Biopic,Comédie dramatique,Historique",Olivier Py,Le Molière imaginaire
"John Malkovich,Fanny Ardant,Emilie Dequenne",https://www.allocine.fr/film/fichefilm-298735/box-office/,110,,"Comédie,Drame,Romance",Gilles Legardinier,Complètement cramé !
"Eric Fraticelli,Philippe Corti",https://www.allocine.fr/film/fichefilm-316739/box-office/,Non valide,137335,Comédie,,Inestimable
"Andrea Riseborough,Morgan Saylor",https://www.allocine.fr/film/fichefilm-308841/box-office/,Non valide,19143,Comédie dramatique,Marco La Via,Au fil des saisons
"Léa Lopez,Thomas Gioria",https://www.allocine.fr/film/fichefilm-305325/box-office/,Non valide,121678,,,Toni en famille
"Ryan Gosling,America Ferrera",https://www.allocine.fr/film/fichefilm-173087/box-office/,Non valide,1680490,,,Barbie
"Jean-Pierre Darroussin,Clotilde Courau",https://www.allocine.fr/film/fichefilm-302382/box-office/,Non valide,53400,,,Le Théorème de Marguerite
"Alexander King,Christopher Sherwood",https://www.allocine.fr/film/fichefilm-305756/box-office/,Non valide,1753,"Drame,Romance",,Dans la mêlée
"Fotinì Peluso,Kim Raver",https://www.allocine.fr/film/fichefilm-263739/box-office/,Non valide,306073,,,La Tresse
"Amel Charif,Pablo Pauly,Marie Desgranges",https://www.allocine.fr/film/fichefilm_gen_cfilm=313490.html,104,,Comédie dramatique,Jérôme Bonnell,A la joie
"Hakim Jemili,Camille Lou",https://www.allocine.fr/film/fichefilm-308055/box-office/,Non valide,329408,Comédie,Frédéric Forestier,Chasse gardée
"Stacy Martin,Bertrand de Roffignac",https://www.allocine.fr/film/fichefilm-310335/box-office/,Non valide,31266,,,Le Molière imaginaire
"Catherine Frot,Jean-Pierre Darroussin",https://www.allocine.fr/film/fichefilm-272523/box-office/,Non valide,75111,"Drame,Historique",,Des hommes
"Philippe Lacheau,Julien Arruti",https://www.allocine.fr/film/fichefilm-300856/box-office/,Non valide,872669,"Action,Comédie",,3 jours max
"Olivier Rabourdin,Samuel Kircher",https://www.allocine.fr/film/fichefilm-291612/box-office/,Non valide,58358,"Drame,Thriller",,L'Été dernier
"Benoît Magimel,Emmanuel Salinger",https://www.allocine.fr/film/fichefilm-300959/box-office/,Non valide,94401,,,La Passion de Dodin Bouffant
"Robbie Amell,Stephen Amell,Aaron Abrams",https://www.allocine.fr/film/fichefilm_gen_cfilm=293254.html,100,,"Action,Science Fiction,Thriller",Jeff Chan,Code 8 : Partie II
"Joel Edgerton,Sigourney Weaver,Quintessa Swindell",https://www.allocine.fr/film/fichefilm-296091/box-office/,110,,"Drame,Romance,Thriller",Paul Schrader,Master Gardener
"Karim Leklou,Vimala Pons,François Chattot",https://www.allocine.fr/film/fichefilm-293708/box-office/,108,,"Comédie,Drame,Fantastique",Stephan Castang,Vincent doit mourir
"Michaël Youn,Héléna Noguerra,Lucien Jean-Baptiste",https://www.allocine.fr/film/fichefilm_gen_cfilm=296505.html,Non valide,,,Michaël Youn,BDE
"Tom Blyth,Rachel Zegler,Peter Dinklage",https://www.allocine.fr/film/fichefilm-258080/box-office/,158,,"Action,Aventure,Science Fiction",Francis Lawrence,Hunger Games: la Ballade du serpent et de l'oiseau chanteur
"Magalie Lépine Blondeau,Pierre-Yves Cardinal,Francis-William Rhéaume",https://www.allocine.fr/film/fichefilm-313750/box-office/,110,,"Comédie,Romance",Monia Chokri,Simple comme Sylvain
"Sofía Otero,Patricia López Arnaiz,Ane Gabarain",https://www.allocine.fr/film/fichefilm-298874/box-office/,128,,Drame,Estibaliz Urresola Solaguren,20 000 espèces d'abeilles
"Fanny Ardant,Emilie Dequenne",https://www.allocine.fr/film/fichefilm-298735/box-office/,Non valide,112355,,,Complètement cramé !
"Brec Bassinger,Khobe Clarke,Donna Mills",https://www.allocine.fr/film/fichefilm_gen_cfilm=308409.html,90,,Drame,Linda-Lisa Hayter,"V.C. Andrews, la saga Cutler : Les promesses de l'Aurore (1ère partie)"
"Pio Marmaï,Jonathan Cohen,Noémie Merlant",https://www.allocine.fr/film/fichefilm-302829/box-office/,120,,Comédie,"Eric Toledano,Olivier Nakache",Une année difficile
"Mark Wahlberg,Mel Gibson,Jacki Weaver",https://www.allocine.fr/film/fichefilm-291584/box-office/,124,,"Biopic,Drame",Rosalind Ross,Père Stu : un héros pas comme les autres
"Arieh Worthalter,Arthur Harari,Stéphan Guérin-Tillié",https://www.allocine.fr/film/fichefilm-299937/box-office/,116,,"Policier,Drame,Historique",Cédric Kahn,Le Procès Goldman
"Natalie Portman,Julianne Moore,Charles Melton",https://www.allocine.fr/film/fichefilm-293604/box-office/,117,,"Comédie,Drame",Todd Haynes,May December
"Jeffrey Wright,Tracee Ellis Ross,John Ortiz",https://www.allocine.fr/film/fichefilm-316372/box-office/,117,,"Comédie,Comédie dramatique,Drame",Cord Jefferson,American Fiction
"Vimala Pons,François Chattot",https://www.allocine.fr/film/fichefilm-293708/box-office/,Non valide,23621,,,Vincent doit mourir
"Rachel Zegler,Peter Dinklage",https://www.allocine.fr/film/fichefilm-258080/box-office/,Non valide,613191,,,Hunger Games: la Ballade du serpent et de l'oiseau chanteur
"Sigourney Weaver,Quintessa Swindell",https://www.allocine.fr/film/fichefilm-296091/box-office/,Non valide,20443,,,Master Gardener
"Pierre-Yves Cardinal,Francis-William Rhéaume",https://www.allocine.fr/film/fichefilm-313750/box-office/,Non valide,77363,"Comédie,Romance",,Simple comme Sylvain
"Patricia López Arnaiz,Ane Gabarain",https://www.allocine.fr/film/fichefilm-298874/box-office/,Non valide,15669,Drame,,20 000 espèces d'abeilles
"Zac Efron,Harris Dickinson,Jeremy Allen White",https://www.allocine.fr/film/fichefilm-305544/box-office/,133,,"Biopic,Drame",Sean Durkin,Iron Claw
"Enzo Vogrincic Roldán,Simón Hempe,Matías Recalt",https://www.allocine.fr/film/fichefilm_gen_cfilm=267338.html,144,,"Drame,Thriller",Juan Antonio Bayona,Le Cercle des neiges
"Raphaël Quenard,Agathe Rousselle,Igor Gotesman",https://www.allocine.fr/film/fichefilm_gen_cfilm=304853.html,95,,"Comédie,Drame",Jérémie Rozan,Cash
"Seydou Sarr,Moustapha Fall,Issaka Sawadogo",https://www.allocine.fr/film/fichefilm-300927/box-office/,122,,Drame,Matteo Garrone,Moi capitaine
"Jared Leto,Matt Smith (XI),Adria Arjona",https://www.allocine.fr/film/fichefilm-260627/box-office/,105,,"Action,Aventure,Fantastique",Daniel Espinosa,Morbius
"Enea Sala,Leonardo Maltese,Paolo Pierobon",https://www.allocine.fr/film/fichefilm-304635/box-office/,135,,Drame,Marco Bellocchio,L'Enlèvement
"Vivian Ólafsdóttir,Jack Fox,Iain Glen",https://www.allocine.fr/film/fichefilm_gen_cfilm=285876.html,102,,"Action,Drame,Thriller",Óskar Thór Axelsson,Operation Napoleon
"Guido Caprino,Nuno Lopes,Andrzej Chyra",https://www.allocine.fr/film/fichefilm-267469/box-office/,120,,"Drame,Historique",David Oelhoffen,Les Derniers Hommes
"Tracee Ellis Ross,John Ortiz",https://www.allocine.fr/film/fichefilm-316372/box-office/,Non valide,,,,American Fiction
"Arthur Harari,Stéphan Guérin-Tillié",https://www.allocine.fr/film/fichefilm-299937/box-office/,Non valide,110011,,,Le Procès Goldman
"Julianne Moore,Charles Melton",https://www.allocine.fr/film/fichefilm-293604/box-office/,Non valide,118770,"Comédie,Drame",,May December
"Mel Gibson,Jacki Weaver",https://www.allocine.fr/film/fichefilm-291584/box-office/,Non valide,,"Biopic,Drame",,Père Stu : un héros pas comme les autres
"Jonathan Cohen,Noémie Merlant",https://www.allocine.fr/film/fichefilm-302829/box-office/,Non valide,424007,Comédie,Olivier Nakache,Une année difficile
"Paul Giamatti,Da’vine Joy Randolph,Dominic Sessa",https://www.allocine.fr/film/fichefilm-293640/box-office/,134,,"Comédie,Drame",Alexander Payne,Winter Break
,https://www.allocine.fr/film/fichefilm-324682/box-office/,38,,"Animation,Famille",Lucy Izzard,Les Toutes Petites Créatures
"Matt Smith (XI),Adria Arjona",https://www.allocine.fr/film/fichefilm-260627/box-office/,Non valide,403848,,,Morbius
"Moustapha Fall,Issaka Sawadogo",https://www.allocine.fr/film/fichefilm-300927/box-office/,Non valide,65137,Drame,,Moi capitaine
"Harris Dickinson,Jeremy Allen White",https://www.allocine.fr/film/fichefilm-305544/box-office/,Non valide,46627,"Biopic,Drame",,Iron Claw
"Chloé Jouannet,Pascale Arbillot,Louise Coldefy",https://www.allocine.fr/film/fichefilm-294000/box-office/,108,,Comédie,Noémie Lefort,Mon héroïne
"Ichem Bougheraba,Emma Smet,Arriles Amrani",https://www.allocine.fr/film/fichefilm-316875/box-office/,102,,Comédie,"Ali Boughéraba,Hakim Boughéraba",Les SEGPA au ski
"Marion Cotillard,Marie Bunel,Marie-Christine Adam",https://www.allocine.fr/film/fichefilm-280203/box-office/,95,,Drame,Mona Achache,Little Girl Blue
"David Harbour,Orlando Bloom,Archie Madekwe",https://www.allocine.fr/film/fichefilm-222943/box-office/,134,,"Action,Drame",Neill Blomkamp,Gran Turismo
"Esra Bilgiç,Birkan Sokullu,Hakan Ummak",https://www.allocine.fr/film/fichefilm_gen_cfilm=326952.html,98,,"Drame,Romance,Thriller",Recai Karagöz,Le Cœur au vol
"François Civil,Vincent Cassel,Romain Duris",https://www.allocine.fr/film/fichefilm-288402/box-office/,121,,"Aventure,Historique",Martin Bourboulon,Les Trois Mousquetaires: D'Artagnan
"Joaquin Phoenix,Vanessa Kirby,Tahar Rahim",https://www.allocine.fr/film/fichefilm-287126/box-office/,158,,"Aventure,Biopic,Historique",Ridley Scott,Napoléon
"Vincent Dedienne,Géraldine Nakache,Clémence Poésy",https://www.allocine.fr/film/fichefilm-307280/box-office/,101,,Comédie,Rudy Milstein,Je ne suis pas un héros
"Jan Bülow,Olivia Ross,Hanns Zischler",https://www.allocine.fr/film/fichefilm-289226/box-office/,118,,"Drame,Thriller",Timm Kröger,Universal Theory
"Nuno Lopes,Andrzej Chyra",https://www.allocine.fr/film/fichefilm-267469/box-office/,Non valide,5251,"Drame,Historique",,Les Derniers Hommes
"Lindsay Lohan,Ed Speleers,Alexander Vlahos",https://www.allocine.fr/film/fichefilm_gen_cfilm=307931.html,93,,"Comédie,Fantastique,Romance",Janeen Damian,Irish Wish
"François Civil,Vincent Cassel,Romain Duris",https://www.allocine.fr/film/fichefilm-288401/box-office/,115,,"Aventure,Historique",Martin Bourboulon,Les Trois Mousquetaires: Milady
"Leonardo Maltese,Paolo Pierobon",https://www.allocine.fr/film/fichefilm-304635/box-office/,Non valide,85243,Drame,,L'Enlèvement
"Barry Keoghan,Jacob Elordi,Rosamund Pike",https://www.allocine.fr/film/fichefilm-304516/box-office/,127,,"Comédie,Drame,Thriller",Emerald Fennell,Saltburn
"Da’vine Joy Randolph,Dominic Sessa",https://www.allocine.fr/film/fichefilm-293640/box-office/,Non valide,57639,"Comédie,Drame",,Winter Break
"Cécile de France,Albert Dupontel,Nicolas Marié",https://www.allocine.fr/film/fichefilm-287124/box-office/,97,,"Comédie,Comédie dramatique,Drame",Albert Dupontel,Second tour
"Christian Clavier,Isabelle Nanty,Jennie-Anne Walker",https://www.allocine.fr/film/fichefilm-306417/box-office/,90,,"Comédie,Famille",Pierre-François Martin-Laval,Les Vengeances de Maître Poutifard
"Géraldine Nakache,Clémence Poésy",https://www.allocine.fr/film/fichefilm-307280/box-office/,Non valide,46091,Comédie,,Je ne suis pas un héros
"Vanessa Kirby,Tahar Rahim",https://www.allocine.fr/film/fichefilm-287126/box-office/,Non valide,764419,,,Napoléon
"Vincent Cassel,Romain Duris",https://www.allocine.fr/film/fichefilm-288402/box-office/,Non valide,1007159,"Aventure,Historique",,Les Trois Mousquetaires: D'Artagnan
"David Harbour,John Leguizamo,Alex Hassell",https://www.allocine.fr/film/fichefilm-281688/box-office/,112,,"Action,Thriller",Tommy Wirkola,Violent Night
"John David Washington,Gemma Chan,Ken Watanabe",https://www.allocine.fr/film/fichefilm-280993/box-office/,133,,"Aventure,Drame,Science Fiction",Gareth Edwards (V),The Creator
"Olivia Ross,Hanns Zischler",https://www.allocine.fr/film/fichefilm-289226/box-office/,Non valide,9404,"Drame,Thriller",,Universal Theory
"Benjamin Lavernhe,Emmanuelle Bercot,Michel Vuillermoz",https://www.allocine.fr/film/fichefilm-280829/box-office/,138,,"Biopic,Drame",Frédéric Tellier,L'Abbé Pierre - Une vie de combats
"Xolo Maridueña,Bruna Marquezine,Susan Sarandon",https://www.allocine.fr/film/fichefilm-270074/box-office/,128,,"Action,Aventure,Science Fiction",Angel Manuel Soto,Blue Beetle
"Alma Pöysti,Jussi Vatanen,Janne Hyytiäinen",https://www.allocine.fr/film/fichefilm-305389/box-office/,81,,"Comédie,Drame,Romance",Aki Kaurismäki,Les Feuilles mortes
"Kev Adams,Gérard Jugnot,Claire Chust",https://www.allocine.fr/film/fichefilm-297982/box-office/,93,,Comédie,Christophe Barratier,Comme par magie
"Hae-hyo Kwon,Hye-Young Lee,Song Seon-mi",https://www.allocine.fr/film/fichefilm-306540/box-office/,97,,Drame,Hong Sang-Soo,Walk Up
"Kelly Rowland,Trevante Rhodes,Sean Sagar",https://www.allocine.fr/film/fichefilm_gen_cfilm=313773.html,120,,"Policier,Drame,Judiciaire",Tyler Perry,Mea Culpa
"Pierre Niney,Stacy Martin,Benoît Magimel",https://www.allocine.fr/film/fichefilm-260369/box-office/,100,,"Drame,Thriller",Nicole Garcia,Amants
"Joong-ki Song,Sung-eun Choi,Han-chul Jo",https://www.allocine.fr/film/fichefilm_gen_cfilm=326346.html,131,,"Drame,Romance",Hee-Jin Kim,Je m'appelle Loh Kiwan
"Albert Dupontel,Nicolas Marié",https://www.allocine.fr/film/fichefilm-287124/box-office/,Non valide,464003,,,Second tour
"Jacob Elordi,Rosamund Pike",https://www.allocine.fr/film/fichefilm-304516/box-office/,Non valide,,,,Saltburn
"Vincent Cassel,Romain Duris",https://www.allocine.fr/film/fichefilm-288401/box-office/,Non valide,711192,"Aventure,Historique",,Les Trois Mousquetaires: Milady
"Isabelle Nanty,Jennie-Anne Walker",https://www.allocine.fr/film/fichefilm-306417/box-office/,Non valide,180735,"Comédie,Famille",,Les Vengeances de Maître Poutifard
"Jeff Goldblum,Roberta Wallach,Tony Ramos",https://www.allocine.fr/film/fichefilm-278754/box-office/,103,,"Animation,Musical","Fernando Trueba,Javier Mariscal",They Shot The Piano Player
"Ryûnosuke Kamiki,Minami Hamabe,Yûki Yamada",https://www.allocine.fr/film/fichefilm-318060/box-office/,124,,"Action,Aventure,Science Fiction",Takashi Yamazaki,Godzilla Minus One
"Hugh Jackman,Rebecca Ferguson,Thandiwe Newton",https://www.allocine.fr/film/fichefilm-271387/box-office/,116,,"Romance,Science Fiction,Thriller",Lisa Joy,Reminiscence
"Brad Pitt,Margot Robbie,Diego Calva",https://www.allocine.fr/film/fichefilm-275675/box-office/,189,,"Drame,Historique",Damien Chazelle,Babylon
"Hye-Young Lee,Song Seon-mi",https://www.allocine.fr/film/fichefilm-306540/box-office/,Non valide,4421,Drame,,Walk Up
"Jussi Vatanen,Janne Hyytiäinen",https://www.allocine.fr/film/fichefilm-305389/box-office/,Non valide,111219,,,Les Feuilles mortes
"Stacy Martin,Benoît Magimel",https://www.allocine.fr/film/fichefilm-260369/box-office/,Non valide,136003,"Drame,Thriller",,Amants
"Bruna Marquezine,Susan Sarandon",https://www.allocine.fr/film/fichefilm-270074/box-office/,Non valide,239733,,,Blue Beetle
"Gérard Jugnot,Claire Chust",https://www.allocine.fr/film/fichefilm-297982/box-office/,Non valide,101739,Comédie,,Comme par magie
"Zhou Meijun,Ziqi Huang,Jing Liang",https://www.allocine.fr/film/fichefilm-315403/box-office/,92,,Drame,Zihan Geng,Blue Summer (A Song Sung Blue)
"Irène Jacob,Yaël Abecassis,Hana Laszlo",https://www.allocine.fr/film/fichefilm-324904/box-office/,85,,Drame,Amos Gitaï,Shikun
"Denzel Washington,Dakota Fanning,David Denman",https://www.allocine.fr/film/fichefilm-300107/box-office/,110,,"Action,Thriller",Antoine Fuqua,Equalizer 3
"Kristine Kujath Thorp,Eirik Sæther,Fanny Vaager",https://www.allocine.fr/film/fichefilm-303683/box-office/,97,,Comédie dramatique,Kristoffer Borgli,Sick Of Myself
"Willem Dafoe,Gene Bervoets,Eliza Stuyck",https://www.allocine.fr/film/fichefilm-293265/box-office/,105,,"Drame,Thriller",Vasilis Katsoupis,À l'intérieur
"Théo Christine,Sofia Lesaffre,Jérôme Niel",https://www.allocine.fr/film/fichefilm-311895/box-office/,106,,Epouvante-horreur,Sébastien Vaniček,Vermines
"Ichem Bougheraba,Walid Ben Amar,Arriles Amrani",https://www.allocine.fr/film/fichefilm-293378/box-office/,99,,Comédie,"Ali Boughéraba,Hakim Boughéraba",Les SEGPA
"Bradley Cooper,Carey Mulligan,Matt Bomer",https://www.allocine.fr/film/fichefilm_gen_cfilm=263249.html,129,,"Biopic,Drame,Musical",Bradley Cooper,Maestro
"Virginie Efira,Félix Lefebvre,Arieh Worthalter",https://www.allocine.fr/film/fichefilm-298732/box-office/,112,,Drame,Delphine Deloget,Rien à Perdre
"Margot Robbie,Diego Calva",https://www.allocine.fr/film/fichefilm-275675/box-office/,Non valide,508796,"Drame,Historique",,Babylon
"Minami Hamabe,Yûki Yamada",https://www.allocine.fr/film/fichefilm-318060/box-office/,Non valide,263,,,Godzilla Minus One
"Rebecca Ferguson,Thandiwe Newton",https://www.allocine.fr/film/fichefilm-271387/box-office/,Non valide,99007,,,Reminiscence
"Nicole Wallace,Gabriel Guevara,Marta Hazas",https://www.allocine.fr/film/fichefilm_gen_cfilm=304694.html,117,,"Drame,Romance",Domingo González,À contre-sens
"Roberta Wallach,Tony Ramos",https://www.allocine.fr/film/fichefilm-278754/box-office/,Non valide,15564,"Animation,Musical",Javier Mariscal,They Shot The Piano Player
"Ariane Ascaride,Jean-Pierre Darroussin,Lola Naymark",https://www.allocine.fr/film/fichefilm-303326/box-office/,106,,Comédie dramatique,Robert Guédiguian,Et la fête continue !
"Oona Chaplin,Ramon Rodríguez,Liane Balaban",https://www.allocine.fr/film/fichefilm_gen_cfilm=281359.html,89,,Epouvante-horreur,John R. Leonetti,Berceuse mortelle
"Walid Ben Amar,Arriles Amrani",https://www.allocine.fr/film/fichefilm-293378/box-office/,Non valide,228318,Comédie,Hakim Boughéraba,Les SEGPA
"Sofia Lesaffre,Jérôme Niel",https://www.allocine.fr/film/fichefilm-311895/box-office/,Non valide,69531,Epouvante-horreur,,Vermines
"Gene Bervoets,Eliza Stuyck",https://www.allocine.fr/film/fichefilm-293265/box-office/,Non valide,2654,"Drame,Thriller",,À l'intérieur
"Eirik Sæther,Fanny Vaager",https://www.allocine.fr/film/fichefilm-303683/box-office/,Non valide,14638,Comédie dramatique,,Sick Of Myself
"Dakota Fanning,David Denman",https://www.allocine.fr/film/fichefilm-300107/box-office/,Non valide,378764,"Action,Thriller",,Equalizer 3
"Yaël Abecassis,Hana Laszlo",https://www.allocine.fr/film/fichefilm-324904/box-office/,Non valide,1030,Drame,,Shikun
"Taketo Tanaka, Koyuki,Lily Franky",https://www.allocine.fr/film/fichefilm-317017/box-office/,113,,Drame,Jumpei Matsumoto,Satoshi
"Ester Expósito,Ángela Cremonte,Magüi Mira",https://www.allocine.fr/film/fichefilm_gen_cfilm=297326.html,100,,Epouvante-horreur,Jaume Balagueró,Venus
"Mélanie Thierry,Josiane Balasko,Marina Foïs",https://www.allocine.fr/film/fichefilm-283700/box-office/,110,,"Drame,Historique,Thriller",Arnaud des Pallières,Captives
